season,week,team_name,opponent,result,team_score,opponent_score,is_bye,is_playoff
2025,12,dad will win,Daphne's Magic,Loss,107.80,128.80,false,
2025,12,Daphne's Magic,dad will win,Win,128.80,107.80,false,
2025,12,Marvelous Mamma,Pinkie pink 🏈,Loss,93.70,153.50,false,
2025,12,Pinkie pink 🏈,Marvelous Mamma,Win,153.50,93.70,false,
2025,13,dad will win,Marvelous Mamma,Win,98.50,94.20,false,
2025,13,Marvelous Mamma,dad will win,Loss,94.20,98.50,false,
2025,13,Daphne's Magic,Pinkie pink 🏈,Win,108.00,97.80,false,
2025,13,Pinkie pink 🏈,Daphne's Magic,Loss,97.80,108.00,false,
2025,14,dad will win,Pinkie pink 🏈,Win,125.80,89.80,false,
2025,14,Pinkie pink 🏈,dad will win,Loss,89.80,125.80,false,
2025,14,Daphne's Magic,Marvelous Mamma,Win,84.10,79.90,false,
2025,14,Marvelous Mamma,Daphne's Magic,Loss,79.90,84.10,false,
2025,15,dad will win,Daphne's Magic,Win,134.30,112.80,false,
2025,15,Daphne's Magic,dad will win,Loss,112.80,134.30,false,
2025,15,Marvelous Mamma,Pinkie pink 🏈,Loss,62.00,163.70,false,
2025,15,Pinkie pink 🏈,Marvelous Mamma,Win,163.70,62.00,false,
2025,16,dad will win,Pinkie pink 🏈,Loss,91.30,127.70,false,
2025,16,Pinkie pink 🏈,dad will win,Win,127.70,91.30,false,
2025,16,Daphne's Magic,Marvelous Mamma,Loss,102.80,104.20,false,
2025,16,Marvelous Mamma,Daphne's Magic,Win,104.20,102.80,false,
2025,17,Marvelous Mamma,Pinkie pink 🏈,Loss,80.80,118.40,false,
2025,17,Pinkie pink 🏈,Marvelous Mamma,Win,118.40,80.80,false,
2025,17,dad will win,Daphne's Magic,Loss,74.70,87.50,false,
2025,17,Daphne's Magic,dad will win,Win,87.50,74.70,false,
